month	country	direction	code	category	measure	value	netto	quantity	region	district	meta_year	meta_month
12/2020	CN	ИМ	7309005900	ПРОЧЕЕ	1		0	0	5000	7	2020	12
12/2020	AE	ИМ	3901400009	ПОЛИМЕРЫ ЭТИЛЕНА В ПЕРВИЧНЫХ ФОРМАХ	1	49995	49500	0	5000	7	2020	12
12/2020	CN	ИМ	8414808000	НАСОСЫ ВОЗДУШНЫЕ ИЛИ ВАКУУМНЫЕ, ВОЗДУШНЫЕ ИЛИ ГАЗОВЫЕ КОМПРЕССОРЫ И ВЕНТИЛЯТОРЫ; ВЕНТИЛЯЦИОННЫЕ ИЛИ РЕЦИРКУЛЯЦИОННЫЕ ВЫТЯЖНЫЕ КОЛПАКИ ИЛИ ШКАФЫ С ВЕНТИЛЯТОРОМ, С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ; ГАЗОНЕПРОНИЦАЕМЫЕ ШКАФЫ БИОЛОГИЧЕСКОЙ БЕЗОПАСНОСТИ С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ	ШТ		0	506	5000	7	2020	12
12/2020	CN	ИМ	8424890009	МЕХАНИЧЕСКИЕ УСТРОЙСТВА (С РУЧНЫМ УПРАВЛЕНИЕМ ИЛИ БЕЗ НЕГО) ДЛЯ МЕТАНИЯ, РАЗБРЫЗГИВАНИЯ ИЛИ РАСПЫЛЕНИЯ ЖИДКОСТЕЙ ИЛИ ПОРОШКОВ; ОГНЕТУШИТЕЛИ ЗАРЯЖЕННЫЕ ИЛИ НЕЗАРЯЖЕННЫЕ; ПУЛЬВЕРИЗАТОРЫ И АНАЛОГИЧНЫЕ УСТРОЙСТВА; ПАРОСТРУЙНЫЕ ИЛИ ПЕСКОСТРУЙНЫЕ И АНАЛОГИЧНЫЕ МЕТАТЕЛЬНЫЕ УСТРОЙСТВА	ШТ		0	111	5000	7	2020	12
12/2020	NL	ИМ	8204110000	КЛЮЧИ ГАЕЧНЫЕ РУЧНЫЕ (ВКЛЮЧАЯ ГАЕЧНЫЕ КЛЮЧИ С ТОРСИОМЕТРАМИ, НО ИСКЛЮЧАЯ ВОРОТКИ); СМЕННЫЕ ГОЛОВКИ ДЛЯ ГАЕЧНЫХ КЛЮЧЕЙ, С РУЧКАМИ ИЛИ БЕЗ НИХ	1		10	0	5000	7	2020	12
12/2020	CN	ИМ	8529904900	ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ АППАРАТУРЫ ТОВАРНЫХ ПОЗИЦИЙ 8524 - 8528	1		0	0	5000	7	2020	12
12/2020	JP	ИМ	4419909000	ПРИНАДЛЕЖНОСТИ СТОЛОВЫЕ И КУХОННЫЕ, ДЕРЕВЯННЫЕ	1		0	0	5000	7	2020	12
12/2020	NNN	ИМ	9014900000	КОМПАСЫ ДЛЯ ОПРЕДЕЛЕНИЯ НАПРАВЛЕНИЯ; НАВИГАЦИОННЫЕ ПРИБОРЫ И ИНСТРУМЕНТЫ ПРОЧИЕ	1		0	0	5000	7	2020	12
12/2020	BY	ИМ	9403301900	МЕБЕЛЬ ПРОЧАЯ И ЕЕ ЧАСТИ	ШТ	3878	2512	93	8000	7	2020	12
12/2020	CN	ИМ	9616200000	РАСПЫЛИТЕЛИ АРОМАТИЧЕСКИХ ВЕЩЕСТВ И АНАЛОГИЧНЫЕ РАСПЫЛИТЕЛИ ДЛЯ ГИГИЕНИЧЕСКИХ ЦЕЛЕЙ, ИХ НАСАДКИ И ГОЛОВКИ; ПУХОВКИ И ПОДУШЕЧКИ ДЛЯ НАНЕСЕНИЯ КОСМЕТИЧЕСКИХ ИЛИ ТУАЛЕТНЫХ СРЕДСТВ	1		0	0	8000	7	2020	12
12/2020	CN	ИМ	5401101600	НИТКИ ШВЕЙНЫЕ ИЗ ХИМИЧЕСКИХ НИТЕЙ, РАСФАСОВАННЫЕ ИЛИ НЕ РАСФАСОВАННЫЕ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ	1		2345	0	8000	7	2020	12
12/2020	KR	ИМ	9026208000	ПРИБОРЫ И АППАРАТУРА ДЛЯ ИЗМЕРЕНИЯ ИЛИ КОНТРОЛЯ РАСХОДА, УРОВНЯ, ДАВЛЕНИЯ ИЛИ ДРУГИХ ПЕРЕМЕННЫХ ХАРАКТЕРИСТИК ЖИДКОСТЕЙ ИЛИ ГАЗОВ (НАПРИМЕР, РАСХОДОМЕРЫ, УКАЗАТЕЛИ УРОВНЯ, МАНОМЕТРЫ, ТЕПЛОМЕРЫ), КРОМЕ ПРИБОРОВ И АППАРАТУРЫ ТОВАРНОЙ ПОЗИЦИИ 9014, 9015, 9028 ИЛИ 9032	ШТ		0	3	8000	7	2020	12
12/2020	NL	ЭК	4009220009	ТРУБЫ, ТРУБКИ И ШЛАНГИ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, БЕЗ ФИТИНГОВ ИЛИ С ФИТИНГАМИ (НАПРИМЕР, СОЕДИНЕНИЯМИ, ПАТРУБКАМИ, ФЛАНЦАМИ)	1	1759	0	0	81000	7	2020	12
12/2020	DE	ИМ	1806329000	ШОКОЛАД И ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, СОДЕРЖАЩИЕ КАКАО	1		0	0	81000	7	2020	12
12/2020	MX	ИМ	8538909909	ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ АППАРАТУРЫ ТОВАРНОЙ ПОЗИЦИИ 8535, 8536 ИЛИ 8537	1		0	0	44000	7	2020	12
12/2020	CN	ИМ	4016930005	ИЗДЕЛИЯ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, ПРОЧИЕ	1		0	0	44000	7	2020	12
12/2020	CN	ИМ	3921120000	ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ ПЛАСТМАСС, ПРОЧИЕ	1		929	0	76000	7	2020	12
12/2020	CN	ИМ	3920104000	ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ, ПРОЧИЕ, ИЗ ПЛАСТМАСС, НЕПОРИСТЫЕ И НЕАРМИРОВАННЫЕ, НЕСЛОИСТЫЕ, БЕЗ ПОДЛОЖКИ И НЕ СОЕДИНЕННЫЕ АНАЛОГИЧНЫМ СПОСОБОМ С ДРУГИМИ МАТЕРИАЛАМИ	1		0	0	76000	7	2020	12
12/2020	US	ИМ	7220208109	ПРОКАТ ПЛОСКИЙ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ШИРИНОЙ МЕНЕЕ 600 ММ	1		0	0	64000	7	2020	12
12/2020	KR	ИМ	1702909500	ПРОЧИЕ САХАРА, ВКЛЮЧАЯ ХИМИЧЕСКИ ЧИСТЫЕ ЛАКТОЗУ, МАЛЬТОЗУ, ГЛЮКОЗУ И ФРУКТОЗУ, В ТВЕРДОМ СОСТОЯНИИ; СИРОПЫ САХАРНЫЕ БЕЗ ДОБАВЛЕНИЯ ВКУСО-АРОМАТИЧЕСКИХ ИЛИ КРАСЯЩИХ ВЕЩЕСТВ; ИСКУССТВЕННЫЙ МЕД, СМЕШАННЫЙ ИЛИ НЕ СМЕШАННЫЙ С НАТУРАЛЬНЫМ МЕДОМ; КАРАМЕЛЬНЫЙ КУЛЕР	1		0	0	64000	7	2020	12
12/2020	JP	ИМ	3214101009	ЗАМАЗКИ СТЕКОЛЬНАЯ И САДОВАЯ, ЦЕМЕНТЫ СМОЛЯНЫЕ, СОСТАВЫ ДЛЯ УПЛОТНЕНИЯ И ПРОЧИЕ МАСТИКИ; ШПАТЛЕВКИ ДЛЯ МАЛЯРНЫХ РАБОТ; НЕОГНЕУПОРНЫЕ СОСТАВЫ ДЛЯ ПОДГОТОВКИ ПОВЕРХНОСТЕЙ ФАСАДОВ, ВНУТРЕННИХ СТЕН ЗДАНИЙ, ПОЛОВ, ПОТОЛКОВ ИЛИ АНАЛОГИЧНЫЕ	1		0	0	64000	7	2020	12
12/2020	DE	ИМ	7318156900	ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1		0	0	64000	7	2020	12
12/2020	DE	ИМ	7419910000	ИЗДЕЛИЯ ИЗ МЕДИ ПРОЧИЕ	1		0	0	64000	7	2020	12
12/2020	IS	ИМ	4016930005	ИЗДЕЛИЯ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, ПРОЧИЕ	1		0	0	30000	7	2020	12
12/2020	BY	ЭК	4819200000	КАРТОНКИ, ЯЩИКИ, КОРОБКИ, МЕШКИ, ПАКЕТЫ И ДРУГАЯ УПАКОВОЧНАЯ ТАРА, ИЗ БУМАГИ, КАРТОНА, ЦЕЛЛЮЛОЗНОЙ ВАТЫ ИЛИ ПОЛОТНА ИЗ ЦЕЛЛЮЛОЗНЫХ ВОЛОКОН; КОРОБКИ ДЛЯ КАРТОТЕК, ЛОТКИ ДЛЯ ПИСЕМ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ БУМАГИ ИЛИ КАРТОНА, ИСПОЛЬЗУЕМЫЕ В УЧРЕЖДЕНИЯХ, МАГАЗИНАХ ИЛИ В АНАЛОГИЧНЫХ ЦЕЛЯХ	1		0	0	30000	7	2020	12
12/2020	CN	ИМ	9403700008	МЕБЕЛЬ ПРОЧАЯ И ЕЕ ЧАСТИ	1		0	0	10000	7	2020	12
12/2020	CN	ИМ	3917390001	ТРУБЫ, ТРУБКИ, ШЛАНГИ И ИХ ФИТИНГИ (НАПРИМЕР, СОЕДИНЕНИЯ, КОЛЕНА, ФЛАНЦЫ), ИЗ ПЛАСТМАСС	1		0	0	10000	7	2020	12
12/2020	CN	ИМ	7318220009	ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1		0	0	98000	7	2020	12
12/2020	NL	ИМ	1806901900	ШОКОЛАД И ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, СОДЕРЖАЩИЕ КАКАО	1		0	0	7000	8	2020	12
12/2020	BY	ИМ	6809900000	ИЗДЕЛИЯ ИЗ ГИПСА ИЛИ СМЕСЕЙ НА ЕГО ОСНОВЕ	1		0	0	7000	8	2020	12
12/2020	BY	ЭК	3921909000	ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ ПЛАСТМАСС, ПРОЧИЕ	1		0	0	91000	8	2020	12
12/2020	SG	ЭК	8523519900	"ДИСКИ, ЛЕНТЫ, ТВЕРДОТЕЛЬНЫЕ ЭНЕРГОНЕЗАВИСИМЫЕ УСТРОЙСТВА ХРАНЕНИЯ ДАННЫХ, \"ИНТЕЛЛЕКТУАЛЬНЫЕ КАРТОЧКИ\" И ДРУГИЕ НОСИТЕЛИ ДЛЯ ЗАПИСИ ЗВУКА ИЛИ ДРУГИХ ЯВЛЕНИЙ, ЗАПИСАННЫЕ ИЛИ НЕЗАПИСАННЫЕ, ВКЛЮЧАЯ МАТРИЦЫ И МАСТЕР-ДИСКИ ДЛЯ ИЗГОТОВЛЕНИЯ ДИСКОВ, КРОМЕ ИЗДЕЛИЙ ГРУППЫ 37"	ШТ	1800	0	100	83000	8	2020	12
12/2020	JP	ИМ	8431492000	ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ ОБОРУДОВАНИЯ ТОВАРНЫХ ПОЗИЦИЙ 8425 - 8430	1		0	0	28000	1	2020	12
12/2020	KZ	ЭК	3925902000	ДЕТАЛИ СТРОИТЕЛЬНЫЕ ИЗ ПЛАСТМАСС, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	1		0	0	28000	1	2020	12
12/2020	BY	ЭК	8607998000	ЧАСТИ ЖЕЛЕЗНОДОРОЖНЫХ ЛОКОМОТИВОВ ИЛИ МОТОРНЫХ ВАГОНОВ ТРАМВАЯ ИЛИ ПОДВИЖНОГО СОСТАВА	1		500	0	28000	1	2020	12
12/2020	UA	ЭК	7318290009	ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1		0	0	28000	1	2020	12
12/2020	NL	ЭК	8431498009	ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ ОБОРУДОВАНИЯ ТОВАРНЫХ ПОЗИЦИЙ 8425 - 8430	1		93458	0	28000	1	2020	12
12/2020	IT	ИМ	8483602000	ВАЛЫ ТРАНСМИССИОННЫЕ (ВКЛЮЧАЯ КУЛАЧКОВЫЕ И КОЛЕНЧАТЫЕ) И КРИВОШИПЫ; КОРПУСА ПОДШИПНИКОВ И ПОДШИПНИКИ СКОЛЬЖЕНИЯ ДЛЯ ВАЛОВ; ШЕСТЕРНИ И ЗУБЧАТЫЕ ПЕРЕДАЧИ; ШАРИКОВЫЕ ИЛИ РОЛИКОВЫЕ ВИНТОВЫЕ ПЕРЕДАЧИ; КОРОБКИ ПЕРЕДАЧ И ДРУГИЕ ВАРИАТОРЫ СКОРОСТИ, ВКЛЮЧАЯ ГИДРОТРАНСФОРМАТОРЫ; МАХОВИКИ И ШКИВЫ, ВКЛЮЧАЯ БЛОКИ ШКИВОВ; МУФТЫ И УСТРОЙСТВА ДЛЯ СОЕДИНЕНИЯ ВАЛОВ (ВКЛЮЧАЯ УНИВЕРСАЛЬНЫЕ ШАРНИРЫ)	ШТ		0	8	28000	1	2020	12
12/2020	SE	ИМ	0910999900	ИМБИРЬ, ШАФРАН, ТУРМЕРИК (КУРКУМА), ТИМЬЯН, ИЛИ ЧАБРЕЦ, ЛАВРОВЫЙ ЛИСТ, КАРРИ И ПРОЧИЕ ПРЯНОСТИ	1		0	0	28000	1	2020	12
12/2020	MD	ЭК	8536303000	АППАРАТУРА ЭЛЕКТРИЧЕСКАЯ ДЛЯ КОММУТАЦИИ ИЛИ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ ИЛИ ДЛЯ ПОДСОЕДИНЕНИЙ К ЭЛЕКТРИЧЕСКИМ ЦЕПЯМ ИЛИ В ЭЛЕКТРИЧЕСКИХ ЦЕПЯХ (НАПРИМЕР, ВЫКЛЮЧАТЕЛИ, ПЕРЕКЛЮЧАТЕЛИ, ПРЕРЫВАТЕЛИ, РЕЛЕ, ПЛАВКИЕ ПРЕДОХРАНИТЕЛИ, ГАСИТЕЛИ СКАЧКОВ НАПРЯЖЕНИЯ, ШТЕПСЕЛЬНЫЕ ВИЛКИ И РОЗЕТКИ, ПАТРОНЫ ДЛЯ ЭЛЕКТРОЛАМП И ПРОЧИЕ СОЕДИНИТЕЛИ, СОЕДИНИТЕЛЬНЫЕ КОРОБКИ) НА НАПРЯЖЕНИЕ НЕ БОЛЕЕ 1000 В; СОЕДИНИТЕЛИ ДЛЯ ВОЛОКОН ОПТИЧЕСКИХ, ВОЛОКОННО-ОПТИЧЕСКИХ ЖГУТОВ ИЛИ КАБЕЛЕЙ	1		0	0	28000	1	2020	12
12/2020	LV	ЭК	9403609009	МЕБЕЛЬ ПРОЧАЯ И ЕЕ ЧАСТИ	ШТ		328	10	54000	1	2020	12
12/2020	BE	ИМ	3923309090	ИЗДЕЛИЯ ДЛЯ ТРАНСПОРТИРОВКИ ИЛИ УПАКОВКИ ТОВАРОВ, ИЗ ПЛАСТМАСС; ПРОБКИ, КРЫШКИ, КОЛПАКИ И ДРУГИЕ УКУПОРОЧНЫЕ СРЕДСТВА, ИЗ ПЛАСТМАСС	1		210	0	54000	1	2020	12
12/2020	TJ	ЭК	9403601001	МЕБЕЛЬ ПРОЧАЯ И ЕЕ ЧАСТИ	ШТ		0	26	54000	1	2020	12
12/2020	CZ	ИМ	6307909800	ГОТОВЫЕ ИЗДЕЛИЯ ПРОЧИЕ, ВКЛЮЧАЯ ВЫКРОЙКИ ОДЕЖДЫ	1		0	0	54000	1	2020	12
12/2020	AZ	ЭК	8536201008	АППАРАТУРА ЭЛЕКТРИЧЕСКАЯ ДЛЯ КОММУТАЦИИ ИЛИ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ ИЛИ ДЛЯ ПОДСОЕДИНЕНИЙ К ЭЛЕКТРИЧЕСКИМ ЦЕПЯМ ИЛИ В ЭЛЕКТРИЧЕСКИХ ЦЕПЯХ (НАПРИМЕР, ВЫКЛЮЧАТЕЛИ, ПЕРЕКЛЮЧАТЕЛИ, ПРЕРЫВАТЕЛИ, РЕЛЕ, ПЛАВКИЕ ПРЕДОХРАНИТЕЛИ, ГАСИТЕЛИ СКАЧКОВ НАПРЯЖЕНИЯ, ШТЕПСЕЛЬНЫЕ ВИЛКИ И РОЗЕТКИ, ПАТРОНЫ ДЛЯ ЭЛЕКТРОЛАМП И ПРОЧИЕ СОЕДИНИТЕЛИ, СОЕДИНИТЕЛЬНЫЕ КОРОБКИ) НА НАПРЯЖЕНИЕ НЕ БОЛЕЕ 1000 В; СОЕДИНИТЕЛИ ДЛЯ ВОЛОКОН ОПТИЧЕСКИХ, ВОЛОКОННО-ОПТИЧЕСКИХ ЖГУТОВ ИЛИ КАБЕЛЕЙ	1		0	0	45000	1	2020	12
12/2020	GB	ЭК	9504908009	КОНСОЛИ И ОБОРУДОВАНИЕ ДЛЯ ВИДЕОИГР, НАСТОЛЬНЫЕ ИЛИ КОМНАТНЫЕ ИГРЫ, ВКЛЮЧАЯ СТОЛЫ ДЛЯ ИГРЫ В ПИНБОЛ, БИЛЬЯРД, СПЕЦИАЛЬНЫЕ СТОЛЫ ДЛЯ ИГР В КАЗИНО И АВТОМАТИЧЕСКОЕ ОБОРУДОВАНИЕ ДЛЯ БОУЛИНГА, ИГРОВЫЕ АВТОМАТЫ, ПРИВОДИМЫЕ В ДЕЙСТВИЕ МОНЕТАМИ, БАНКНОТАМИ, БАНКОВСКИМИ КАРТАМИ, ЖЕТОНАМИ ИЛИ ЛЮБЫМИ ДРУГИМИ СРЕДСТВАМИ ОПЛАТЫ	ШТ		0	3	45000	1	2020	12
12/2020	AT	ИМ	9611000000	ПРОЧЕЕ	1		0	0	45000	1	2020	12
12/2020	TR	ИМ	2511100000	СУЛЬФАТ БАРИЯ ПРИРОДНЫЙ (БАРИТ); КАРБОНАТ БАРИЯ ПРИРОДНЫЙ (ВИТЕРИТ), КАЛЬЦИНИРОВАННЫЙ ИЛИ НЕКАЛЬЦИНИРОВАННЫЙ, КРОМЕ ОКСИДА БАРИЯ ТОВАРНОЙ ПОЗИЦИИ 2816	1		262800	0	45000	1	2020	12
12/2020	UA	ЭК	3004320009	ЛЕКАРСТВЕННЫЕ СРЕДСТВА (КРОМЕ ТОВАРОВ ТОВАРНОЙ ПОЗИЦИИ 3002, 3005 ИЛИ 3006), СОСТОЯЩИЕ ИЗ СМЕШАННЫХ ИЛИ НЕСМЕШАННЫХ ПРОДУКТОВ, ДЛЯ ИСПОЛЬЗОВАНИЯ В ТЕРАПЕВТИЧЕСКИХ ИЛИ ПРОФИЛАКТИЧЕСКИХ ЦЕЛЯХ, РАСФАСОВАННЫЕ В ВИДЕ ДОЗИРОВАННЫХ ЛЕКАРСТВЕННЫХ ФОРМ (ВКЛЮЧАЯ ЛЕКАРСТВЕННЫЕ СРЕДСТВА В ФОРМЕ ТРАНСДЕРМАЛЬНЫХ СИСТЕМ) ИЛИ В ФОРМЫ  ИЛИ УПАКОВКИ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ	1		0	0	45000	1	2020	12
12/2020	KZ	ЭК	1701149032	САХАР ТРОСТНИКОВЫЙ ИЛИ СВЕКЛОВИЧНЫЙ И ХИМИЧЕСКИ ЧИСТАЯ САХАРОЗА, В ТВЕРДОМ СОСТОЯНИИ	1		828	0	45000	1	2020	12
12/2020	BR	ИМ	3504009000	ПРОЧЕЕ	1		14465	0	45000	1	2020	12
12/2020	TH	ИМ	8470500001	МАШИНЫ СЧЕТНЫЕ И КАРМАННЫЕ МАШИНЫ ДЛЯ ЗАПИСИ, ВОСПРОИЗВЕДЕНИЯ И ВИЗУАЛЬНОГО ПРЕДСТАВЛЕНИЯ ДАННЫХ С ВЫЧИСЛИТЕЛЬНЫМИ ФУНКЦИЯМИ; БУХГАЛТЕРСКИЕ МАШИНЫ, ПОЧТОВЫЕ МАРКИРОВОЧНЫЕ МАШИНЫ, АППАРАТЫ БИЛЕТНЫЕ И ДРУГИЕ АНАЛОГИЧНЫЕ МАШИНЫ СО СЧЕТНЫМИ УСТРОЙСТВАМИ; АППАРАТЫ КАССОВЫЕ	ШТ		2508	3603	45000	1	2020	12
12/2020	NL	ИМ	8208100000	НОЖИ И РЕЖУЩИЕ ЛЕЗВИЯ ДЛЯ МАШИН ИЛИ МЕХАНИЧЕСКИХ ПРИСПОСОБЛЕНИЙ	1		0	0	45000	1	2020	12
12/2020	LV	ИМ	6307909800	ГОТОВЫЕ ИЗДЕЛИЯ ПРОЧИЕ, ВКЛЮЧАЯ ВЫКРОЙКИ ОДЕЖДЫ	1		0	0	45000	1	2020	12
12/2020	GB	ИМ	7608208907	ТРУБЫ И ТРУБКИ АЛЮМИНИЕВЫЕ	1		0	0	45000	1	2020	12
12/2020	TR	ИМ	7008002000	ПРОЧЕЕ	М2		20000	0	45000	1	2020	12
12/2020	IN	ИМ	8414802200	НАСОСЫ ВОЗДУШНЫЕ ИЛИ ВАКУУМНЫЕ, ВОЗДУШНЫЕ ИЛИ ГАЗОВЫЕ КОМПРЕССОРЫ И ВЕНТИЛЯТОРЫ; ВЕНТИЛЯЦИОННЫЕ ИЛИ РЕЦИРКУЛЯЦИОННЫЕ ВЫТЯЖНЫЕ КОЛПАКИ ИЛИ ШКАФЫ С ВЕНТИЛЯТОРОМ, С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ; ГАЗОНЕПРОНИЦАЕМЫЕ ШКАФЫ БИОЛОГИЧЕСКОЙ БЕЗОПАСНОСТИ С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ	ШТ		0	1146	45000	1	2020	12
12/2020	HU	ИМ	8516400000	ЭЛЕКТРИЧЕСКИЕ ВОДОНАГРЕВАТЕЛИ ПРОТОЧНЫЕ ИЛИ НАКОПИТЕЛЬНЫЕ (ЕМКОСТНЫЕ) И ЭЛЕКТРОНАГРЕВАТЕЛИ ПОГРУЖНЫЕ; ЭЛЕКТРООБОРУДОВАНИЕ ОБОГРЕВА ПРОСТРАНСТВА И ОБОГРЕВА ГРУНТА, ЭЛЕКТРОТЕРМИЧЕСКИЕ АППАРАТЫ ДЛЯ УХОДА ЗА ВОЛОСАМИ (НАПРИМЕР, СУШИЛКИ ДЛЯ ВОЛОС, БИГУДИ, ЩИПЦЫ ДЛЯ ГОРЯЧЕЙ ЗАВИВКИ) И СУШИЛКИ ДЛЯ РУК; ЭЛЕКТРОУТЮГИ; ПРОЧИЕ БЫТОВЫЕ ЭЛЕКТРОНАГРЕВАТЕЛЬНЫЕ ПРИБОРЫ; ЭЛЕКТРИЧЕСКИЕ НАГРЕВАТЕЛЬНЫЕ СОПРОТИВЛЕНИЯ, КРОМЕ УКАЗАННЫХ В ТОВАРНОЙ ПОЗИЦИИ 8545	ШТ		0	31000	45000	1	2020	12
12/2020	TR	ИМ	6403919100	ОБУВЬ С ПОДОШВОЙ ИЗ РЕЗИНЫ, ПЛАСТМАССЫ, НАТУРАЛЬНОЙ ИЛИ КОМПОЗИЦИОННОЙ КОЖИ И С ВЕРХОМ ИЗ НАТУРАЛЬНОЙ КОЖИ	ПАР		0	292	45000	1	2020	12
12/2020	GB	ИМ	5209510000	ТКАНИ ХЛОПЧАТОБУМАЖНЫЕ, СОДЕРЖАЩИЕ 85 МАС.% ИЛИ БОЛЕЕ ХЛОПКОВЫХ ВОЛОКОН, С ПОВЕРХНОСТНОЙ ПЛОТНОСТЬЮ БОЛЕЕ 200 Г/М?	М2		0	0	45000	1	2020	12
12/2020	US	ИМ	7117190000	БИЖУТЕРИЯ	1		0	0	45000	1	2020	12
12/2020	PL	ЭК	6104199001	КОСТЮМЫ, КОМПЛЕКТЫ, ЖАКЕТЫ, БЛАЙЗЕРЫ, ПЛАТЬЯ, ЮБКИ, ЮБКИ-БРЮКИ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК	ШТ		0	10	45000	1	2020	12
12/2020	PL	ИМ	7014000000	ПРОЧЕЕ	1		0	0	45000	1	2020	12
12/2020	BY	ИМ	7013375100	ПОСУДА СТОЛОВАЯ И КУХОННАЯ, ПРИНАДЛЕЖНОСТИ ТУАЛЕТНЫЕ И КАНЦЕЛЯРСКИЕ, ИЗДЕЛИЯ ДЛЯ ДОМАШНЕГО УБРАНСТВА ИЛИ АНАЛОГИЧНЫХ ЦЕЛЕЙ, СТЕКЛЯННЫЕ (КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 7010 ИЛИ 7018)	ШТ		0	1	45000	1	2020	12
12/2020	RO	ИМ	5511200000	ПРЯЖА ИЗ ХИМИЧЕСКИХ ВОЛОКОН (КРОМЕ ШВЕЙНЫХ НИТОК), РАСФАСОВАННАЯ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ	1		0	0	45000	1	2020	12
12/2020	BY	ЭК	3825500000	ОСТАТОЧНЫЕ ПРОДУКТЫ ХИМИЧЕСКОЙ ИЛИ СМЕЖНЫХ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ОТХОДЫ ГОРОДСКОГО ХОЗЯЙСТВА; ШЛАМ СТОЧНЫХ ВОД; ОТХОДЫ ПРОЧИЕ, УКАЗАННЫЕ В ПРИМЕЧАНИИ 6 К ДАННОЙ ГРУППЕ	1		0	0	45000	1	2020	12
12/2020	UA	ИМ	2921599000	СОЕДИНЕНИЯ, СОДЕРЖАЩИЕ АМИННУЮ ФУНКЦИОНАЛЬНУЮ ГРУППУ	1		0	0	45000	1	2020	12
