code,country,direction,district,measure,month,netto,quantity,region,value
4819200000,BY,ЭК,1,1,08/2018,0,0,15000,"73,56"
6202131000,BY,ИМ,1,ШТ,08/2018,0,71,15000,"1192,33"
7320109000,BY,ИМ,1,1,08/2018,0,0,15000,"387,46"
8536699008,GB,ИМ,1,1,08/2018,0,0,15000,"108,17"
8544429009,UA,ЭК,1,1,08/2018,0,0,15000,"33,74"
9401903000,RO,ИМ,1,1,08/2018,1870,0,15000,"7901,51"
4010310000,CN,ИМ,1,1,08/2018,120,0,15000,"13671,83"
5806100000,BY,ИМ,1,1,08/2018,0,0,15000,"7086,82"
9403601001,UA,ЭК,1,ШТ,08/2018,0,3,15000,"235,34"
0102294900,BY,ИМ,1,ШТ,08/2018,20400,101,15000,"35460,41"
4504902000,PT,ИМ,1,1,08/2018,475,0,15000,"5483,61"
7320208908,BY,ИМ,1,1,08/2018,0,0,15000,"13,94"
8428909000,BY,ЭК,1,ШТ,08/2018,630,3,15000,"7511,44"
9619007101,BY,ИМ,1,1,08/2018,0,0,15000,"3548,74"
3505209000,BY,ЭК,1,1,08/2018,3264,0,15000,"5955,97"
4819100000,BY,ИМ,1,1,08/2018,0,0,15000,"11427,23"
6110909000,CN,ИМ,1,ШТ,08/2018,0,14,15000,"1114,41"
6104330000,BY,ЭК,1,ШТ,08/2018,68,140,15000,3166
7228602000,BY,ЭК,1,1,08/2018,6534,0,15000,"12077,5"
6805100000,BY,ЭК,1,1,08/2018,114,0,15000,"635,08"
8413708100,SE,ИМ,1,ШТ,08/2018,60,1,15000,"3757,37"
8478100000,DE,ИМ,1,ШТ,08/2018,0,980,15000,"2168,26"
8481804000,BY,ИМ,1,1,08/2018,0,0,15000,"513,14"
9031803400,BY,ЭК,1,ШТ,08/2018,1,1,15000,"671,35"
4823709000,UA,ЭК,1,1,09/2018,26,0,15000,"294,67"
8539213009,BY,ЭК,1,ШТ,09/2018,0,170,15000,"840,62"
9405403908,BY,ЭК,1,1,09/2018,0,0,15000,"63,74"
4016999708,IT,ИМ,1,1,09/2018,0,0,15000,"466,12"
7314140000,BY,ИМ,1,1,09/2018,0,0,15000,"77,15"
7312108908,BY,ЭК,1,1,09/2018,934,0,15000,"1671,99"
8483402100,BY,ИМ,1,ШТ,09/2018,711,39,15000,"14141,3"
8545200000,BY,ЭК,1,1,09/2018,4143,0,15000,"9058,83"
8536908500,MD,ЭК,1,1,09/2018,0,0,15000,"593,18"
3917390008,DE,ИМ,1,1,09/2018,1482,0,15000,"15282,86"
4205009000,BY,ИМ,1,1,09/2018,0,0,15000,"3,99"
8413502000,CZ,ИМ,1,ШТ,09/2018,300,5,15000,"14885,99"
8483608000,BY,ИМ,1,ШТ,09/2018,0,205,15000,"2799,62"
3923301090,BY,ЭК,1,1,09/2018,0,0,15000,"13705,17"
1704907500,BY,ИМ,1,1,09/2018,0,0,15000,"46,79"
2701111000,UA,ИМ,1,1,09/2018,625000,0,15000,"39371,67"
6104440000,RO,ИМ,1,ШТ,09/2018,0,6,15000,"534,09"
6202139000,VN,ИМ,1,ШТ,09/2018,0,2,15000,"268,8"
0202309008,VN,ЭК,1,1,09/2018,0,0,15000,"93757,2"
9030310000,BY,ЭК,1,ШТ,09/2018,0,29,15000,"842,89"
0406902300,BY,ИМ,1,1,09/2018,0,0,15000,"3677,14"
2801200000,AZ,ЭК,1,1,09/2018,0,0,15000,"26,97"
4412330000,HU,ЭК,1,М3,09/2018,21400,0,15000,"9795,39"
7218100009,BY,ИМ,1,1,09/2018,0,0,15000,"17,42"
6907409009,IT,ИМ,1,М2,09/2018,0,0,15000,"708,4"
8708803509,BY,ИМ,1,1,09/2018,0,0,15000,"28915,19"
8482109008,BY,ЭК,1,ШТ,09/2018,0,677,15000,"5226,75"
2715000000,BY,ЭК,1,1,09/2018,5440,0,15000,"3115,99"
3916909000,BY,ИМ,1,1,10/2018,0,0,15000,"480,43"
6203110000,BY,ЭК,1,ШТ,10/2018,4,4,15000,"145,87"
6203411000,BY,ЭК,1,ШТ,10/2018,0,9,15000,"82,05"
6403911800,BY,ИМ,1,ПАР,10/2018,0,2963,15000,"17980,98"
7306307708,CN,ИМ,1,1,10/2018,0,0,15000,"938,27"
7318169109,CN,ИМ,1,1,10/2018,0,0,15000,"909,75"
6204623100,PK,ИМ,1,ШТ,10/2018,0,24,15000,"588,88"
6201139000,BY,ИМ,1,ШТ,10/2018,0,210,15000,"5092,5"
8113009000,CN,ИМ,1,1,10/2018,0,0,15000,"14202,89"
1105200000,BY,ИМ,1,1,10/2018,2000,0,15000,"1901,21"
8201400000,BY,ЭК,1,1,10/2018,16,0,15000,"77,42"
6301209009,BY,ЭК,1,ШТ,10/2018,293,172,15000,"6120,19"
7307291002,BY,ЭК,1,1,10/2018,1,0,15000,"19,91"
7318220009,BY,ИМ,1,1,10/2018,0,0,15000,"285,15"
8414807500,NL,ИМ,1,ШТ,10/2018,1650,4,15000,"57962,26"
8504108000,BY,ЭК,1,ШТ,10/2018,0,10,15000,"47,46"
8708939009,UA,ИМ,1,1,10/2018,0,0,15000,"15154,46"
8539213009,BY,ЭК,1,ШТ,10/2018,0,120,15000,"687,73"
9615190000,BY,ИМ,1,1,10/2018,0,0,15000,"202,34"
3908100000,IT,ЭК,1,1,10/2018,39600,0,15000,"82454,97"
6204691800,BY,ИМ,1,ШТ,10/2018,0,3,15000,"133,22"
8412292009,DE,ИМ,1,ШТ,10/2018,285,1,15000,"13085,28"
8412908009,BY,ИМ,1,1,10/2018,0,0,15000,"32,17"
8479908000,CN,ИМ,1,1,10/2018,0,0,15000,"12694,68"
7020008000,KZ,ЭК,1,1,10/2018,0,0,15000,"109,22"
7211908000,BY,ЭК,1,1,10/2018,50,0,15000,"173,87"
8208900000,BY,ИМ,1,1,10/2018,0,0,15000,"38,88"
8311900000,BY,ЭК,1,1,10/2018,13157,0,15000,"20810,7"
8708309909,UA,ИМ,1,1,10/2018,0,0,15000,"1889,85"
0504000000,CI,ЭК,1,1,10/2018,13720,0,15000,"11247,58"
0403101300,BY,ИМ,1,1,10/2018,174,0,15000,"135,06"
4814200000,BY,ИМ,1,1,10/2018,0,0,15000,"1038050,84"
8507202000,BY,ИМ,1,ШТ,10/2018,0,20,15000,"27,4"
8708509909,UA,ИМ,1,1,10/2018,348,0,15000,"1530,91"
9027801100,DE,ИМ,1,ШТ,10/2018,0,4,15000,"4562,27"
3921131000,BY,ИМ,1,1,10/2018,17430,0,15000,"12080,55"
3923900000,BY,ИМ,1,1,10/2018,0,0,15000,"32040,12"
7326909807,BY,ЭК,1,1,10/2018,0,0,15000,"30379,4"
9405911000,BY,ИМ,1,1,10/2018,0,0,15000,6709
9503003500,TW,ИМ,1,1,10/2018,0,0,15000,"3217,01"
4421100000,BY,ЭК,1,ШТ,11/2018,0,9,15000,"54,63"
7228304900,BY,ЭК,1,1,11/2018,545,0,15000,"940,58"
8413603900,BY,ЭК,1,ШТ,11/2018,0,4,15000,"124,68"
8477908000,DE,ИМ,1,1,11/2018,0,0,15000,"13032,22"
6104630000,BY,ИМ,1,ШТ,11/2018,0,4333,15000,"15237,62"
7010904100,UA,ИМ,1,ШТ,11/2018,0,12669,15000,"17613,6"
7307998009,CZ,ИМ,1,1,11/2018,0,0,15000,"441,44"
8301401100,BY,ИМ,1,1,11/2018,0,0,15000,"8,48"
3802900000,BY,ЭК,1,1,11/2018,0,0,15000,"17965,4"
4814200000,BY,ИМ,1,1,11/2018,0,0,15000,"1174749,12"
6307101000,BY,ИМ,1,1,11/2018,0,0,15000,"5,64"
6910900000,BY,ИМ,1,ШТ,11/2018,58,7,15000,"32,37"
8307900009,BY,ИМ,1,1,11/2018,0,0,15000,30
8708949909,UA,ЭК,1,1,11/2018,42,0,15000,"204,48"
9405204001,BY,ИМ,1,1,11/2018,0,0,15000,"93,33"
1806905009,BY,ИМ,1,1,11/2018,0,0,15000,"30,36"
6101309000,TR,ИМ,1,ШТ,11/2018,0,7,15000,"673,51"
6403919800,BY,ИМ,1,ПАР,11/2018,0,263,15000,"13235,91"
8207703700,BY,ЭК,1,1,11/2018,4,0,15000,"287,38"
7318154900,CN,ИМ,1,1,11/2018,0,0,15000,"2550,83"
9615190000,BY,ИМ,1,1,11/2018,0,0,15000,"241,32"
1602491900,BY,ИМ,1,1,11/2018,0,0,15000,"40530,49"
4805920000,MD,ЭК,1,1,11/2018,881,0,15000,"495,43"
8507908000,KZ,ЭК,1,1,11/2018,9,0,15000,"142,56"
9026108900,GB,ИМ,1,ШТ,11/2018,0,4,15000,"4634,92"
9403601001,BY,ИМ,1,ШТ,11/2018,0,1359,15000,"55533,51"
2208401100,PR,ИМ,1,Л 100% СПИРТА,11/2018,0,0,15000,"670,09"
6913909800,BY,ЭК,1,1,11/2018,0,0,15000,"45,74"
8481806390,MD,ЭК,1,1,11/2018,938,0,15000,"7327,04"
9032900000,DE,ИМ,1,1,11/2018,0,0,15000,"1318,44"
4813909000,CZ,ИМ,1,1,11/2018,19891,0,15000,"31769,43"
6202139000,TN,ИМ,1,ШТ,11/2018,0,3,15000,501
7326200009,CN,ИМ,1,1,11/2018,0,0,15000,"9166,48"
7318169109,DE,ИМ,1,1,11/2018,0,0,15000,"146,77"
8433591109,GE,ЭК,1,ШТ,11/2018,28220,2,15000,236826
8708929909,UA,ИМ,1,1,11/2018,0,0,15000,"1133,79"
0406108000,AM,ЭК,1,1,11/2018,0,0,15000,"1250,09"
4011201000,BY,ЭК,1,ШТ,11/2018,640,40,15000,"2457,5"
6111209000,BY,ИМ,1,1,11/2018,0,0,15000,"2899,77"
7216911000,BY,ЭК,1,1,11/2018,10263,0,15000,"11837,12"
8409990009,LV,ЭК,1,1,11/2018,0,0,15000,"22970,85"
8479899708,UA,ЭК,1,ШТ,11/2018,2860,1,15000,"27702,91"
9503006900,BY,ИМ,1,ШТ,11/2018,0,518,15000,"473,56"
9612108000,UA,ЭК,1,ШТ,11/2018,0,1,15000,"14,39"
3926909709,UZ,ЭК,1,1,12/2018,0,0,15000,4925
6006349000,BY,ИМ,1,1,12/2018,0,0,15000,"32555,53"
8483608000,CN,ИМ,1,ШТ,12/2018,0,250,15000,"782,59"
9404291000,BY,ИМ,1,ШТ,12/2018,0,62,15000,"3899,31"
8536303000,BY,ЭК,1,1,12/2018,68,0,15000,"8395,66"
8536508000,BY,ИМ,1,1,12/2018,0,0,15000,"100,7"
2009509008,BY,ИМ,1,1,12/2018,7387,0,15000,"3866,71"
4823908597,BY,ЭК,1,1,12/2018,1450,0,15000,"12967,57"
8517699000,BY,ИМ,1,ШТ,12/2018,0,300,15000,768
1806907000,BY,ИМ,1,1,12/2018,186,0,15000,"386,87"
0406901500,CH,ИМ,1,1,12/2018,0,0,15000,"193659,64"
1905906000,BY,ЭК,1,1,12/2018,0,0,15000,"79589,41"
7217105000,BY,ЭК,1,1,12/2018,212,0,15000,"135,82"
7317008001,BY,ЭК,1,1,12/2018,0,0,15000,27
8482101009,CN,ИМ,1,ШТ,12/2018,0,117860,15000,"12707,91"
8536201008,BY,ЭК,1,1,12/2018,0,0,15000,"921,41"
3921904100,DE,ИМ,1,1,12/2018,3993,0,15000,"21895,97"
7315119000,BY,ИМ,1,1,12/2018,0,0,15000,"501,11"
9503001009,BY,ИМ,1,1,12/2018,13345,0,15000,"9291,08"
1905409000,BY,ИМ,1,1,12/2018,0,0,15000,"2281,17"
4421100000,BY,ИМ,1,ШТ,12/2018,0,21816,15000,"1006,61"
4809900000,BY,ИМ,1,1,12/2018,0,0,15000,"73,08"
6104530000,BY,ИМ,1,ШТ,12/2018,0,8,15000,"390,78"
6812999009,UA,ИМ,1,1,12/2018,2,0,15000,"0,6"
9603909900,BY,ЭК,1,ШТ,12/2018,0,1047,15000,"1594,75"
0201300008,BY,ИМ,1,1,12/2018,0,0,15000,"11584,89"
9031803800,BY,ИМ,1,ШТ,12/2018,0,1,15000,"8,5"
4821909000,BY,ИМ,1,1,12/2018,197,0,15000,"489,8"
4412998500,BY,ИМ,1,М3,12/2018,21120,0,15000,"9708,26"
8511100009,BY,ЭК,1,ШТ,12/2018,0,220,15000,"468,14"
8903101000,BY,ЭК,1,ШТ,12/2018,138,6,15000,"2085,79"
5607501900,BY,ЭК,1,1,01/2018,29,0,66000,"393,81"
7008008100,BY,ИМ,1,М2,01/2018,0,0,66000,"1028,67"
8708509909,KZ,ЭК,1,1,01/2018,0,0,66000,"1033,7"
0802320000,BY,ЭК,1,1,01/2018,10,0,66000,"95,04"
4503900000,BY,ЭК,1,1,01/2018,0,0,66000,"70,15"
5211310000,BY,ИМ,1,М2,01/2018,0,0,66000,"1684,59"
7013420000,BY,ЭК,1,ШТ,01/2018,0,60,66000,"204,4"
8310000000,BY,ИМ,1,1,01/2018,0,0,66000,"655,04"
8412904008,BY,ЭК,1,1,01/2018,0,0,66000,"458,59"
8428399009,BY,ИМ,1,ШТ,01/2018,8,1,66000,"103,93"
8482500009,BY,ИМ,1,ШТ,01/2018,0,5104,66000,"114113,07"
8483402309,PL,ИМ,1,ШТ,01/2018,0,5,66000,"708,44"
8507102003,BY,ЭК,1,ШТ,01/2018,0,16,66000,"1872,07"
9405403509,BY,ЭК,1,1,01/2018,0,0,66000,"55,01"
9113900009,BY,ИМ,1,1,01/2018,0,0,66000,"7,35"
9607190000,KZ,ЭК,1,М,01/2018,0,674,66000,"180,23"
0710900000,BY,ИМ,1,1,01/2018,12600,0,66000,"2150,04"
4016999109,BY,ИМ,1,1,01/2018,0,0,66000,"213,16"
5301300000,BY,ЭК,1,1,01/2018,8,0,66000,"54,64"
6209200000,BY,ИМ,1,1,01/2018,0,0,66000,"279,65"
7013499900,BY,ЭК,1,ШТ,01/2018,0,1820,66000,"1851,92"
6804221800,BY,ЭК,1,1,01/2018,0,0,66000,"870,95"
7409400000,BY,ЭК,1,1,01/2018,471,0,66000,"7207,56"
8507208008,BY,ЭК,1,ШТ,01/2018,0,631,66000,"11231,38"
8708309909,CN,ИМ,1,1,01/2018,0,0,66000,"30021,81"
9032900000,BY,ЭК,1,1,01/2018,0,0,66000,"401,82"
9025804000,BY,ИМ,1,ШТ,01/2018,0,7021,66000,"231,81"
3916909000,BY,ЭК,1,1,01/2018,0,0,66000,"1921,77"
3403990000,KG,ЭК,1,1,01/2018,319,0,66000,"2207,28"
6203199000,BY,ЭК,1,ШТ,01/2018,0,62,66000,"533,4"
7301200000,BY,ЭК,1,1,01/2018,0,0,66000,"3845,17"
8481807399,BY,ИМ,1,1,01/2018,0,0,66000,"528,05"
8515110000,BY,ИМ,1,ШТ,01/2018,0,1000,66000,"22,37"
8708509109,BY,ИМ,1,1,01/2018,0,0,66000,"1652,35"
8708999709,KZ,ИМ,1,1,01/2018,0,0,66000,"37880,71"
3306200000,BY,ЭК,1,1,01/2018,0,0,66000,"4,5"
3921131000,IT,ИМ,1,1,01/2018,559,0,66000,"5618,45"
3901400000,SG,ИМ,1,1,01/2018,17825,0,66000,"29285,99"
6104330000,BY,ЭК,1,ШТ,01/2018,0,12,66000,"145,54"
4823400000,BY,ИМ,1,1,01/2018,0,0,66000,"5,72"
7014000000,BY,ЭК,1,1,01/2018,0,0,66000,"389,82"
8207509000,BY,ИМ,1,1,01/2018,0,0,66000,"8974,43"
8415200009,BY,ИМ,1,ШТ,01/2018,778,8,66000,"17477,94"
8459590000,BY,ИМ,1,ШТ,01/2018,5330,1,66000,"21701,31"
0603140000,EC,ИМ,1,ШТ,01/2018,1238,24600,66000,"7548,44"
4403950001,BY,ЭК,1,М3,01/2018,3134000,0,66000,"298149,01"
6203331000,BY,ЭК,1,ШТ,01/2018,0,5,66000,"64,48"
7607201000,BY,ИМ,1,1,01/2018,744,0,66000,"5768,95"
7326909807,KZ,ИМ,1,1,01/2018,0,0,66000,"3,73"
8213000000,BY,ЭК,1,1,01/2018,0,0,66000,"14360,58"
8419899890,BY,ИМ,1,ШТ,01/2018,0,53,66000,"2182,41"
5909009000,BY,ИМ,1,1,01/2018,5250,0,66000,"13748,33"
5703209209,BY,ИМ,1,М2,01/2018,0,0,66000,"3,33"
7213911000,BY,ЭК,1,1,01/2018,279582,0,66000,"155312,11"
8409910008,US,ИМ,1,1,01/2018,300,0,66000,2100
8481100500,BY,ЭК,1,1,01/2018,0,0,66000,1700
9503002100,BY,ИМ,1,1,01/2018,0,0,66000,"10616,49"
6104220000,BY,ЭК,1,ШТ,01/2018,0,11,66000,"162,64"
5603921000,BY,ИМ,1,1,01/2018,0,0,66000,"944,78"
5209510000,BY,ИМ,1,М2,01/2018,0,0,66000,"97,73"
8426120001,BY,ЭК,1,ШТ,01/2018,3757,1,66000,"7823,61"
8412808009,BY,ИМ,1,ШТ,01/2018,0,223,66000,"1580,08"
8535100000,BY,ИМ,1,1,01/2018,0,0,66000,"12,73"
8533210000,BY,ЭК,1,1,01/2018,0,0,66000,"1228,64"
9605000000,BY,ИМ,1,ШТ,01/2018,0,5004,66000,"1446,63"
9404901000,BY,ЭК,1,1,01/2018,0,0,66000,"147,26"
2530900009,ES,ЭК,1,1,01/2018,315040,0,66000,"127233,29"
5208520000,CN,ИМ,1,М2,02/2018,25601,225490,66000,"158641,11"
5211590000,BY,ЭК,1,М2,02/2018,0,0,66000,"1454,65"
5407613000,UA,ЭК,1,М2,02/2018,0,7385,66000,"12633,83"
5407201900,BY,ИМ,1,М2,02/2018,0,0,66000,"101601,73"
6204623900,BY,ИМ,1,ШТ,02/2018,0,8452,66000,"30072,15"
6803009000,BY,ИМ,1,1,02/2018,0,0,66000,"55,41"
7216100000,BY,ЭК,1,1,02/2018,10455,0,66000,"10140,37"
7905000000,BY,ЭК,1,1,02/2018,4701,0,66000,"18654,66"
8408205799,BY,ИМ,1,ШТ,02/2018,0,49,66000,"6130,14"
8528629009,CN,ИМ,1,ШТ,02/2018,0,236,66000,"243011,1"
8536699008,UA,ЭК,1,1,02/2018,0,0,66000,"301,34"
8542319090,BY,ИМ,1,ШТ,02/2018,0,597,66000,"2970,98"
0802520000,BY,ЭК,1,1,02/2018,7,0,66000,"398,97"
3005905000,BY,ИМ,1,1,02/2018,0,0,66000,"10501,58"
1806909000,BY,ЭК,1,1,02/2018,0,0,66000,"335,62"
3923100000,GB,ИМ,1,1,02/2018,0,0,66000,"3785,08"
3923210000,BY,ЭК,1,1,02/2018,0,0,66000,"51651,44"
5210590000,BY,ИМ,1,М2,02/2018,0,0,66000,"13941,58"
5515119000,BY,ЭК,1,М2,02/2018,0,0,66000,"3346,69"
7608100009,BY,ИМ,1,1,02/2018,0,0,66000,"101,25"
7318190009,KZ,ЭК,1,1,02/2018,0,0,66000,"22616,4"
8458990009,KZ,ЭК,1,ШТ,02/2018,2400,1,66000,"24355,16"
0403109300,BY,ИМ,1,1,02/2018,0,0,66000,"2379,23"
3204190000,BY,ЭК,1,1,02/2018,0,0,66000,"179,06"
5909001000,BY,ИМ,1,1,02/2018,0,0,66000,"8282,62"
6403599100,BY,ИМ,1,ПАР,02/2018,0,113,66000,"517,37"
6206300000,KZ,ЭК,1,ШТ,02/2018,0,5,66000,"69,62"
6805100000,BY,ЭК,1,1,02/2018,0,0,66000,"4554,66"
7608202009,BY,ЭК,1,1,02/2018,0,0,66000,"74,98"
8302100000,BY,ЭК,1,1,02/2018,0,0,66000,"938,72"
8516500000,BY,ИМ,1,ШТ,02/2018,0,714,66000,"36753,64"
8529909700,BY,ЭК,1,1,02/2018,0,0,66000,"45,57"
8487909000,BY,ИМ,1,1,02/2018,0,0,66000,"123,48"
2009501009,BY,ИМ,1,1,02/2018,0,0,66000,"1038,29"
0404908100,BY,ИМ,1,1,02/2018,114,0,66000,"65,21"
3920510000,BY,ЭК,1,1,02/2018,0,0,66000,"11612,74"
3917290009,CA,ИМ,1,1,02/2018,0,0,66000,"218,8"
3810100000,BY,ИМ,1,1,02/2018,0,0,66000,"67,79"
4411139000,FI,ЭК,1,М2,02/2018,19609,4347,66000,"6645,56"
6104199009,BY,ИМ,1,ШТ,02/2018,0,33,66000,"446,27"
5804101000,BY,ЭК,1,1,02/2018,0,0,66000,"64,44"
6003309000,BY,ИМ,1,1,02/2018,0,0,66000,"46992,85"
6804100000,BY,ИМ,1,1,02/2018,0,0,66000,"67,69"
8479100000,PL,ИМ,1,ШТ,02/2018,6400,2,66000,"90984,05"
8711209800,BY,ИМ,1,ШТ,02/2018,2816,22,66000,"20423,2"
8542339000,TH,ИМ,1,ШТ,02/2018,0,65,66000,"6122,03"
9401790009,BY,ИМ,1,ШТ,02/2018,0,2536,66000,"7423,69"
0307997000,BY,ИМ,1,1,02/2018,14,0,66000,"216,89"
2008979800,BY,ЭК,1,1,02/2018,0,0,66000,"394,67"
0909220000,BY,ИМ,1,1,02/2018,9,0,66000,"103,77"
3305300000,BY,ЭК,1,1,02/2018,0,0,66000,"166,67"
3923299000,BY,ИМ,1,1,02/2018,0,0,66000,"6096,36"
6304990000,BY,ИМ,1,1,02/2018,0,0,66000,"4688,07"
8481201009,BY,ИМ,1,1,02/2018,0,0,66000,"46490,38"
8503009900,BY,ЭК,1,1,02/2018,0,0,66000,"822,13"
9105290000,BY,ИМ,1,ШТ,02/2018,0,2,66000,"5,94"
1901909900,US,ЭК,1,1,02/2018,3013,0,66000,4470
2003103000,CN,ИМ,1,1,02/2018,0,0,66000,"43837,94"
6110209100,BD,ИМ,1,ШТ,02/2018,0,12,66000,"298,51"
6805200000,BY,ИМ,1,1,02/2018,0,0,66000,"163,03"
8416900000,BY,ИМ,1,1,02/2018,0,0,66000,"120,17"
8518220009,UA,ЭК,1,ШТ,02/2018,0,29,66000,"90,05"
8529909700,BY,ИМ,1,1,02/2018,0,0,66000,"37,46"
8533390000,BY,ИМ,1,1,02/2018,0,0,66000,"309,21"
4504109900,BY,ЭК,1,1,02/2018,0,0,66000,"149,76"
4008290000,BY,ЭК,1,1,02/2018,0,0,66000,"1367,19"
6106901000,BY,ИМ,1,ШТ,02/2018,8,9,66000,"137,36"
7307291008,BY,ИМ,1,1,02/2018,0,0,66000,"942,83"
8479820000,BY,ЭК,1,ШТ,02/2018,7,1,66000,"1387,11"
8505199000,BY,ИМ,1,1,02/2018,0,0,66000,"194,16"
8542319010,CN,ИМ,1,ШТ,02/2018,0,14000,66000,"41119,16"
8541290000,CN,ИМ,1,ШТ,02/2018,0,3885,66000,"1983,46"
9604000000,BY,ЭК,1,ШТ,02/2018,0,438,66000,"347,87"
0404105600,BY,ИМ,1,1,02/2018,216945,0,66000,"14777,07"
0910999100,IN,ИМ,1,1,02/2018,57,0,66000,"491,11"
3917400009,FR,ИМ,1,1,02/2018,0,0,66000,"159,13"
6907229003,BY,ИМ,1,М2,02/2018,0,0,66000,"6937,13"
8413302008,BY,ИМ,1,1,02/2018,0,0,66000,"39073,69"
8483405900,BY,ИМ,1,ШТ,02/2018,0,19,66000,"2884,41"
2508100000,BY,ЭК,1,1,02/2018,25716,0,66000,"13925,12"
7010906109,BY,ЭК,1,ШТ,03/2018,0,3462,66000,"3839,27"
8539319000,BY,ЭК,1,ШТ,03/2018,0,4132,66000,"7269,31"
9401710009,BY,ИМ,1,ШТ,03/2018,0,1125,66000,"41062,87"
9106900000,BY,ИМ,1,ШТ,03/2018,0,701,66000,"208,65"
4203291000,BY,ЭК,1,ПАР,03/2018,0,232,66000,"3774,16"
6912008500,BY,ИМ,1,1,03/2018,0,0,66000,"17,83"
7318190009,FR,ИМ,1,1,03/2018,0,0,66000,"1072,58"
8207409000,BY,ЭК,1,1,03/2018,0,0,66000,"63,73"
7320208908,CZ,ИМ,1,1,03/2018,0,0,66000,"60,51"
8452101100,BY,ЭК,1,ШТ,03/2018,5,1,66000,"163,89"
8440101000,CZ,ИМ,1,ШТ,03/2018,299,15,66000,"11919,35"
8536699008,LI,ИМ,1,1,03/2018,0,0,66000,"31,65"
2007109910,BY,ИМ,1,1,03/2018,0,0,66000,"4081,63"
3004900006,BY,ИМ,1,1,03/2018,0,0,66000,"24193,74"
4202121100,BY,ЭК,1,ШТ,03/2018,0,111,66000,"47,81"
5402330000,BY,ИМ,1,1,03/2018,0,0,66000,"8954,62"
7415210000,BY,ЭК,1,1,03/2018,0,0,66000,"102,86"
7318158100,CZ,ИМ,1,1,03/2018,0,0,66000,"616,77"
8311100001,BY,ИМ,1,1,03/2018,0,0,66000,"22652,64"
8542319010,US,ИМ,1,ШТ,03/2018,0,118,66000,"24060,2"
9403601001,BY,ЭК,1,ШТ,03/2018,0,84,66000,"5299,08"
9029100009,PL,ИМ,1,1,03/2018,0,0,66000,"98,59"
1404900008,BY,ЭК,1,1,03/2018,0,0,66000,"32,99"
0710809500,BY,ИМ,1,1,03/2018,648724,0,66000,"242267,36"
3923509000,BY,ЭК,1,1,03/2018,0,0,66000,"60587,52"
4415202000,BY,ИМ,1,1,03/2018,157157,0,66000,"16405,92"
4407119800,LT,ЭК,1,М3,03/2018,6800,0,66000,"861,73"
5609000000,BY,ЭК,1,1,03/2018,0,0,66000,"2176,42"
6204623900,LT,ИМ,1,ШТ,03/2018,0,8,66000,"351,45"
8479100000,PL,ИМ,1,ШТ,03/2018,25650,8,66000,"345601,47"
9401300001,BY,ЭК,1,ШТ,03/2018,16,4,66000,"372,83"
6104230000,BY,ИМ,1,ШТ,03/2018,0,157,66000,"4255,06"
6005371000,BY,ИМ,1,1,03/2018,0,0,66000,"31,29"
4911990000,BY,ЭК,1,1,03/2018,0,0,66000,"4498,8"
7228602000,BY,ЭК,1,1,03/2018,566,0,66000,"776,82"
7409210000,BY,ЭК,1,1,03/2018,10410,0,66000,"75576,8"
7318169900,KZ,ИМ,1,1,03/2018,2,0,66000,"41,05"
8443321009,BY,ЭК,1,ШТ,03/2018,0,15,66000,"4119,97"
8501510001,IT,ИМ,1,ШТ,03/2018,0,4,66000,"1112,1"
0710210000,BY,ИМ,1,1,03/2018,10635,0,66000,"5975,89"
0403909300,BY,ЭК,1,1,03/2018,975,0,66000,"1544,21"
2306410000,BY,ИМ,1,1,03/2018,274740,0,66000,"63472,66"
5309290000,BY,ИМ,1,М2,03/2018,0,0,66000,"1380,99"
6307901000,BY,ЭК,1,1,03/2018,0,0,66000,"57,84"
7304395809,BY,ЭК,1,1,03/2018,0,0,66000,"93,01"
7020008000,BY,ИМ,1,1,03/2018,0,0,66000,"518,92"
8202998000,BY,ЭК,1,1,03/2018,0,0,66000,"181,12"
7318169109,IT,ИМ,1,1,03/2018,0,0,66000,"14,57"
8479908000,PL,ИМ,1,1,03/2018,0,0,66000,"28255,73"
8481807391,BY,ИМ,1,1,03/2018,2,0,66000,"18,74"
8483602000,IT,ИМ,1,ШТ,03/2018,0,4,66000,"164,63"
8466103800,DE,ИМ,1,1,03/2018,0,0,66000,"252,96"
8527212009,DE,ИМ,1,ШТ,03/2018,0,4,66000,"1943,52"
8716398003,BY,ЭК,1,ШТ,03/2018,6700,1,66000,"88,69"
9503007500,BY,ЭК,1,ШТ,03/2018,0,4308,66000,"8750,14"
9030209100,BY,ЭК,1,ШТ,03/2018,0,3,66000,"2768,49"
3214109000,BY,ИМ,1,1,03/2018,0,0,66000,"4054,41"
3403990000,IT,ИМ,1,1,03/2018,2177,0,66000,"9133,51"
3824995000,TR,ИМ,1,1,03/2018,14800,0,66000,"46392,4"
4901100000,KZ,ЭК,1,1,03/2018,0,0,66000,"55,06"
7409400000,DE,ИМ,1,1,03/2018,1667,0,66000,"21917,46"
8428909000,BY,ИМ,1,ШТ,03/2018,4500,1,66000,"30123,3"
8716400000,BY,ИМ,1,ШТ,03/2018,1420,1,66000,"4527,82"
0205008000,BY,ЭК,1,1,03/2018,104,0,66000,"457,57"
3907610000,BY,ИМ,1,1,03/2018,2000,0,66000,"2532,09"
3926909200,KZ,ЭК,1,1,03/2018,183,0,66000,"676,62"
